Protein,Protein Description,Protein Gene,Actis_MixA_01 Sum Normalized Area,Actis_MixA_02 Sum Normalized Area,Actis_MixA_03 Sum Normalized Area,Actis_MixB_01 Sum Normalized Area,Actis_MixB_02 Sum Normalized Area,Actis_MixB_03 Sum Normalized Area,Actis_MixC_01 Sum Normalized Area,Actis_MixC_02 Sum Normalized Area,Actis_MixC_03 Sum Normalized Area,Actis_MixD_01 Sum Normalized Area,Actis_MixD_02 Sum Normalized Area,Actis_MixD_03 Sum Normalized Area,Actis_MixE_01 Sum Normalized Area,Actis_MixE_02 Sum Normalized Area,Actis_MixE_03 Sum Normalized Area,Actis_MixF_01 Sum Normalized Area,Actis_MixF_02 Sum Normalized Area,Actis_MixF_03 Sum Normalized Area,Actis_MixG_01 Sum Normalized Area,Actis_MixG_02 Sum Normalized Area,Actis_MixG_03 Sum Normalized Area,Actis_MixH_01 Sum Normalized Area,Actis_MixH_02 Sum Normalized Area,Actis_MixH_03 Sum Normalized Area,Actis_MixI_01 Sum Normalized Area,Actis_MixI_02 Sum Normalized Area,Actis_MixI_03 Sum Normalized Area,Actis_MixJ_01 Sum Normalized Area,Actis_MixJ_02 Sum Normalized Area,Actis_MixJ_03 Sum Normalized Area,Actis_MixK_01 Sum Normalized Area,Actis_MixK_02 Sum Normalized Area,Actis_MixK_03 Sum Normalized Area,Actis_MixL_01 Sum Normalized Area,Actis_MixL_02 Sum Normalized Area,Actis_MixL_03 Sum Normalized Area,Actis_MixM_01 Sum Normalized Area,Actis_MixM_02 Sum Normalized Area,Actis_MixM_03 Sum Normalized Area,Actis_MixN_01 Sum Normalized Area,Actis_MixN_02 Sum Normalized Area,Actis_MixN_03 Sum Normalized Area
sp|Q9HAB3|S52A2_HUMAN,"Solute carrier family 52, riboflavin transporter, member 2 OS=Homo sapiens OX=9606 GN=SLC52A2 PE=1 SV=1",SLC52A2,4.1677E+4,#N/A,#N/A,4.8078E+4,#N/A,5.1896E+4,4.9533E+4,#N/A,4.9516E+4,2.5669E+4,#N/A,#N/A,#N/A,#N/A,#N/A,5.3308E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9HAV7|GRPE1_HUMAN,"GrpE protein homolog 1, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL1 PE=1 SV=2",GRPEL1,7.9403E+4,5.9819E+4,6.5885E+4,4.4501E+4,4.5621E+4,4.2026E+4,1.8949E+4,2.3091E+4,2.6475E+4,#N/A,#N/A,2.1502E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9NZL9|MAT2B_HUMAN,Methionine adenosyltransferase 2 subunit beta OS=Homo sapiens OX=9606 GN=MAT2B PE=1 SV=1,MAT2B,2.5189E+5,2.3285E+5,2.0830E+5,2.0483E+5,1.6846E+5,1.1634E+5,1.1022E+5,7.5347E+4,1.1466E+5,6.0094E+4,4.7749E+4,4.6726E+4,1.8868E+4,9.3164E+3,1.4557E+4,7.6676E+3,5.3665E+3,4.0108E+3,5.8072E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9P1Z2|CACO1_HUMAN,Calcium-binding and coiled-coil domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CALCOCO1 PE=1 SV=2,CALCOCO1,1.6482E+6,1.3641E+6,1.3576E+6,1.2673E+6,1.1408E+6,9.5593E+5,9.6789E+5,7.6593E+5,5.8795E+5,4.5764E+5,4.3168E+5,4.4652E+5,1.1119E+5,1.0960E+5,1.8099E+5,1.0057E+5,4.9619E+4,7.0326E+4,4.4972E+4,3.7512E+4,1.9834E+4,2.8114E+3,#N/A,4.1584E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9UHI6|DDX20_HUMAN,Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens OX=9606 GN=DDX20 PE=1 SV=2,DDX20,9.4017E+3,7.4389E+3,7.8022E+3,3.4990E+3,#N/A,1.2884E+3,#N/A,2.7867E+3,1.6053E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9UKW4|VAV3_HUMAN,Guanine nucleotide exchange factor VAV3 OS=Homo sapiens OX=9606 GN=VAV3 PE=1 SV=1,VAV3,2.5810E+5,2.3163E+5,2.5499E+5,1.7635E+5,1.8203E+5,1.3382E+5,1.0184E+5,8.9836E+4,3.9379E+5,4.7118E+4,3.5825E+4,3.6479E+4,1.1143E+4,1.5299E+4,1.5164E+4,5.1001E+3,6.6707E+3,9.5480E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|A0A075B6K0|LV316_HUMAN,Immunoglobulin lambda variable 3-16 OS=Homo sapiens OX=9606 GN=IGLV3-16 PE=1 SV=2,IGLV3-16,1.0099E+6,9.3566E+5,8.9766E+5,6.1009E+5,5.5782E+5,6.0246E+5,4.0686E+5,4.0156E+5,2.9165E+5,2.2921E+5,1.8438E+5,1.8668E+5,9.1059E+4,6.0811E+4,5.2139E+4,7.2525E+4,4.7185E+4,5.3587E+4,3.0272E+4,3.3324E+4,3.0529E+4,1.1316E+4,2.2228E+4,1.7863E+4,#N/A,6.0249E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.0550E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|A7KAX9|RHG32_HUMAN,Rho GTPase-activating protein 32 OS=Homo sapiens OX=9606 GN=ARHGAP32 PE=1 SV=1,ARHGAP32,4.6017E+3,5.0459E+3,4.8305E+3,3.2258E+3,2.6177E+3,3.7068E+3,3.1662E+3,3.9177E+3,#N/A,#N/A,1.4230E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O00391|QSOX1_HUMAN,Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3,QSOX1,3.2050E+6,2.8945E+6,3.4564E+6,2.6263E+6,2.3817E+6,2.2954E+6,2.0009E+6,1.6353E+6,1.7415E+6,1.0469E+6,8.8667E+5,1.1678E+6,4.2118E+5,3.2713E+5,2.9524E+5,2.7401E+5,1.8956E+5,2.4252E+5,1.9334E+5,1.5040E+5,1.6595E+5,7.6865E+4,4.6505E+4,6.9307E+4,#N/A,#N/A,3.2925E+4,#N/A,1.8695E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O00629|IMA3_HUMAN,Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1,KPNA4,8.1362E+4,8.0099E+4,9.0583E+4,8.8987E+4,7.8378E+4,6.5307E+4,7.6686E+4,6.7389E+4,7.2064E+4,5.5764E+4,4.5452E+4,5.1238E+4,5.5891E+4,4.6890E+4,5.1922E+4,6.3499E+4,3.6694E+4,4.7166E+4,5.6048E+4,3.7569E+4,4.3049E+4,4.6779E+4,5.0948E+4,3.7494E+4,3.9948E+4,4.1053E+4,3.2797E+4,5.5642E+4,2.9618E+4,3.6346E+4,4.7302E+4,3.3820E+4,3.5393E+4,5.1852E+4,4.2733E+4,3.8368E+4,5.4151E+4,4.8983E+4,2.8017E+4,5.8382E+4,2.2002E+4,3.3855E+4
sp|P01706|LV211_HUMAN,Immunoglobulin lambda variable 2-11 OS=Homo sapiens OX=9606 GN=IGLV2-11 PE=1 SV=2,IGLV2-11,6.9582E+5,5.4919E+5,5.8950E+5,5.1065E+5,4.5396E+5,4.0159E+5,4.1233E+5,3.3587E+5,3.1244E+5,2.0665E+5,1.8343E+5,1.8832E+5,9.3982E+4,6.8205E+4,6.2026E+4,5.7247E+4,4.8302E+4,5.1466E+4,3.6466E+4,2.9791E+4,3.3480E+4,1.1209E+4,1.1839E+4,1.4329E+4,#N/A,3.5796E+3,7.8953E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P09172|DOPO_HUMAN,Dopamine beta-hydroxylase OS=Homo sapiens OX=9606 GN=DBH PE=1 SV=3,DBH,5.2784E+4,2.6098E+4,4.0280E+4,2.4572E+4,#N/A,1.3270E+4,5.7924E+3,1.3501E+4,4.6972E+3,3.5887E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P17066|HSP76_HUMAN,Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2,HSPA6,9.3483E+6,7.4231E+6,8.1010E+6,7.9221E+6,6.3420E+6,6.2955E+6,5.8780E+6,4.6943E+6,4.7557E+6,3.7304E+6,3.3352E+6,2.8890E+6,1.7932E+6,1.4948E+6,1.3995E+6,1.3949E+6,1.1510E+6,1.1675E+6,1.1230E+6,9.7017E+5,9.1877E+5,8.9424E+5,6.9300E+5,7.4374E+5,6.9325E+5,5.4080E+5,5.2920E+5,5.8693E+5,5.0857E+5,4.2712E+5,5.9051E+5,4.6104E+5,4.8193E+5,6.2114E+5,4.5285E+5,4.3450E+5,6.1517E+5,4.4315E+5,4.2751E+5,5.7893E+5,4.1438E+5,3.9355E+5
sp|P24530|EDNRB_HUMAN,Endothelin receptor type B OS=Homo sapiens OX=9606 GN=EDNRB PE=1 SV=1,EDNRB,4.8215E+4,5.0948E+4,4.6185E+4,3.7340E+4,3.7815E+4,3.4243E+4,3.4022E+4,3.0395E+4,2.1144E+4,9.1797E+3,1.5645E+4,1.3526E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.4151E+3,4.2887E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P31483|TIA1_HUMAN,Cytotoxic granule associated RNA binding protein TIA1 OS=Homo sapiens OX=9606 GN=TIA1 PE=1 SV=3,TIA1,1.2554E+4,1.7803E+4,1.5793E+4,1.5474E+4,1.0071E+4,1.3210E+4,1.0388E+4,1.1227E+4,9.9865E+3,5.1495E+3,5.9946E+3,6.8002E+3,4.4725E+3,#N/A,2.5081E+3,#N/A,#N/A,2.4989E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P47972|NPTX2_HUMAN,Neuronal pentraxin-2 OS=Homo sapiens OX=9606 GN=NPTX2 PE=1 SV=2,NPTX2,5.0989E+3,8.9644E+3,9.4362E+3,3.9586E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q04446|GLGB_HUMAN,"1,4-alpha-glucan-branching enzyme OS=Homo sapiens OX=9606 GN=GBE1 PE=1 SV=3",GBE1,1.6475E+6,7.5276E+5,9.9072E+5,9.4316E+5,9.6782E+5,4.4228E+5,1.0823E+6,7.3955E+5,7.1941E+5,3.7601E+5,2.7650E+5,5.2634E+5,3.3164E+4,1.2632E+5,2.8216E+4,1.9811E+4,1.7472E+4,1.2902E+4,1.2183E+4,#N/A,#N/A,4.9184E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q12904|AIMP1_HUMAN,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens OX=9606 GN=AIMP1 PE=1 SV=2,AIMP1,6.9285E+5,6.0538E+5,5.8120E+5,5.5826E+5,4.2260E+5,4.0097E+5,3.9116E+5,3.3575E+5,2.8662E+5,2.3467E+5,2.3113E+5,2.1011E+5,4.1015E+4,3.9606E+4,8.7376E+4,2.8037E+4,1.5091E+4,2.2262E+4,5.7009E+4,2.2802E+4,1.1704E+4,1.7862E+4,#N/A,1.4012E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q3MHD2|LSM12_HUMAN,Protein LSM12 OS=Homo sapiens OX=9606 GN=LSM12 PE=1 SV=2,LSM12,1.0660E+4,1.1862E+4,6.8319E+3,6.2941E+3,2.9805E+3,3.1050E+3,3.1938E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8WWW8|GAB3_HUMAN,GRB2-associated-binding protein 3 OS=Homo sapiens OX=9606 GN=GAB3 PE=1 SV=1,GAB3,3.6524E+3,2.2630E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96EA4|SPDLY_HUMAN,Protein Spindly OS=Homo sapiens OX=9606 GN=SPDL1 PE=1 SV=2,SPDL1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.5436E+4,#N/A,2.3503E+4,#N/A,1.9552E+4,1.5378E+4,7.2361E+3,7.4851E+3,5.5764E+3,7.2186E+3,#N/A,5.3265E+3,#N/A,3.1450E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q96JN2|CC136_HUMAN,Coiled-coil domain-containing protein 136 OS=Homo sapiens OX=9606 GN=CCDC136 PE=1 SV=3,CCDC136,9.9826E+3,1.1175E+4,8.5655E+3,1.1002E+4,9.7474E+3,1.0574E+4,9.7656E+3,7.4105E+3,5.8301E+3,7.4757E+3,4.8579E+3,#N/A,#N/A,#N/A,#N/A,2.3058E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9H6U8|ALG9_HUMAN,"Alpha-1,2-mannosyltransferase ALG9 OS=Homo sapiens OX=9606 GN=ALG9 PE=1 SV=2",ALG9,3.3824E+4,2.9051E+4,3.2160E+4,4.2275E+4,1.6179E+4,2.3752E+4,4.1669E+3,2.3499E+4,#N/A,1.6894E+4,#N/A,1.2941E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9HCG7|GBA2_HUMAN,Non-lysosomal glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA2 PE=1 SV=2,GBA2,3.3816E+5,2.6343E+5,2.7334E+5,3.3063E+5,2.9095E+5,2.2304E+5,3.3975E+5,3.6137E+5,1.2480E+5,8.5074E+4,7.7197E+4,5.3526E+4,#N/A,6.0918E+3,#N/A,#N/A,#N/A,#N/A,#N/A,1.8432E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9NQW7|XPP1_HUMAN,Xaa-Pro aminopeptidase 1 OS=Homo sapiens OX=9606 GN=XPNPEP1 PE=1 SV=3,XPNPEP1,1.3994E+6,1.2094E+6,1.2136E+6,1.5900E+6,1.5318E+6,8.5723E+5,1.3217E+6,1.0042E+6,7.3485E+5,9.3346E+5,4.9758E+5,1.7107E+6,7.1023E+5,4.5388E+5,2.2712E+5,4.1992E+4,5.7896E+4,1.4212E+5,1.8072E+4,1.0922E+4,9.5616E+4,8.6860E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9UEU0|VTI1B_HUMAN,Vesicle transport through interaction with t-SNAREs homolog 1B OS=Homo sapiens OX=9606 GN=VTI1B PE=1 SV=3,VTI1B,3.2713E+5,2.6089E+5,2.8981E+5,2.4368E+5,1.7789E+5,1.9751E+5,1.7923E+5,1.1258E+5,1.1499E+5,1.0460E+5,1.0509E+5,8.4989E+4,3.5468E+4,3.5356E+4,2.0997E+4,9.2621E+3,1.8329E+4,3.5615E+3,1.0162E+4,#N/A,6.8191E+3,#N/A,#N/A,3.5116E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9UP65|PA24C_HUMAN,Cytosolic phospholipase A2 gamma OS=Homo sapiens OX=9606 GN=PLA2G4C PE=1 SV=2,PLA2G4C,1.0998E+5,1.1746E+5,1.2274E+5,9.1231E+4,6.5340E+4,6.2007E+4,6.1762E+4,5.9157E+4,3.9837E+4,1.5787E+4,2.6928E+4,3.4029E+4,#N/A,#N/A,4.7352E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9Y2Q3|GSTK1_HUMAN,Glutathione S-transferase kappa 1 OS=Homo sapiens OX=9606 GN=GSTK1 PE=1 SV=3,GSTK1,2.9068E+6,2.4678E+6,2.2003E+6,2.1244E+6,1.6905E+6,1.7308E+6,1.6340E+6,1.3311E+6,1.2008E+6,9.0308E+5,7.4378E+5,8.0464E+5,3.6053E+5,2.6775E+5,2.7889E+5,2.0077E+5,2.0195E+5,1.2793E+5,1.1740E+5,1.4944E+5,8.4097E+4,6.3572E+4,7.1933E+4,6.4440E+4,6.3097E+3,5.5387E+3,5.2490E+3,#N/A,#N/A,#N/A,#N/A,#N/A,2.2162E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9Y613|FHOD1_HUMAN,FH1/FH2 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FHOD1 PE=1 SV=3,FHOD1,7.5423E+6,6.2479E+6,6.0685E+6,5.6412E+6,4.7222E+6,4.2441E+6,4.1959E+6,3.4461E+6,3.4629E+6,2.4673E+6,1.9738E+6,2.0543E+6,8.9796E+5,7.5447E+5,6.9271E+5,6.2982E+5,5.7592E+5,4.5726E+5,4.2014E+5,4.0697E+5,3.2462E+5,2.0303E+5,1.3013E+5,2.0541E+5,2.4329E+4,2.1319E+4,2.9819E+3,2.1221E+4,6.2677E+3,6.6064E+3,#N/A,#N/A,6.1390E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q9Y6K9|NEMO_HUMAN,NF-kappa-B essential modulator OS=Homo sapiens OX=9606 GN=IKBKG PE=1 SV=2,IKBKG,4.9283E+5,3.9317E+5,3.5365E+5,3.0111E+5,3.0047E+5,2.6578E+5,2.1089E+5,2.1070E+5,1.7750E+5,1.3284E+5,1.1462E+5,7.6635E+4,6.0184E+3,2.5216E+3,1.2059E+4,9.6214E+3,4.0239E+3,#N/A,#N/A,#N/A,#N/A,3.7193E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|A0A075B6K4|LV310_HUMAN,Immunoglobulin lambda variable 3-10 OS=Homo sapiens OX=9606 GN=IGLV3-10 PE=1 SV=2,IGLV3-10,3.0582E+6,2.5824E+6,2.7847E+6,2.6954E+6,2.0526E+6,1.9982E+6,2.1464E+6,1.6734E+6,1.6235E+6,1.4474E+6,1.2440E+6,1.2812E+6,1.0673E+6,7.4931E+5,8.0851E+5,8.0750E+5,6.1577E+5,6.6653E+5,7.0189E+5,5.2057E+5,4.8530E+5,1.3789E+5,5.4277E+5,3.9214E+5,2.9843E+4,1.9009E+4,1.5621E+4,5.7317E+4,1.5163E+4,1.6758E+4,2.1658E+4,1.4939E+4,1.0797E+4,1.1450E+4,#N/A,8.3108E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|O75521|ECI2_HUMAN,Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4,ECI2,1.3013E+5,1.1131E+5,1.0651E+5,1.0020E+5,9.6316E+4,4.7919E+4,5.2102E+4,4.5710E+4,2.4165E+4,1.9878E+4,1.6794E+4,2.2563E+4,#N/A,#N/A,#N/A,1.9518E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P04424|ARLY_HUMAN,Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=4,ASL,6.5845E+5,5.2105E+5,5.2566E+5,4.6833E+5,3.7408E+5,3.2818E+5,3.3467E+5,3.2952E+5,3.1156E+5,2.3838E+5,1.9444E+5,1.6567E+5,6.1177E+4,5.4245E+4,1.3096E+4,1.6221E+4,1.2364E+3,8.4699E+3,1.4531E+4,#N/A,1.5254E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P10746|HEM4_HUMAN,Uroporphyrinogen-III synthase OS=Homo sapiens OX=9606 GN=UROS PE=1 SV=1,UROS,1.7621E+6,1.7747E+5,4.7439E+4,3.2546E+4,1.6838E+5,8.9545E+6,3.4951E+4,6.3072E+3,1.0677E+5,3.2052E+3,2.3866E+3,3.6229E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P19623|SPEE_HUMAN,Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,SRM,6.0051E+4,6.9837E+4,1.5260E+4,6.1993E+4,4.3413E+4,3.8848E+4,9.9195E+3,5.1470E+3,1.5920E+4,5.4867E+3,#N/A,#N/A,#N/A,9.0080E+3,8.1833E+3,#N/A,#N/A,7.0228E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P43304|GPDM_HUMAN,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3",GPD2,7.4631E+6,6.2371E+6,6.0353E+6,4.9799E+6,3.9293E+6,4.5078E+6,3.9347E+6,3.0052E+6,3.1935E+6,2.4918E+6,1.9792E+6,1.9169E+6,9.4266E+5,6.7974E+5,5.8596E+5,5.5169E+5,4.0536E+5,4.7386E+5,3.4031E+5,2.7900E+5,2.7647E+5,2.1185E+5,1.1854E+5,1.5512E+5,2.4275E+4,1.0060E+4,2.2753E+4,#N/A,3.6625E+3,4.0985E+3,6.3944E+3,4.2100E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|P52209|6PGD_HUMAN,"6-phosphogluconate dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3",PGD,5.7911E+6,4.8335E+6,4.7548E+6,4.0753E+6,3.6419E+6,3.1738E+6,2.8812E+6,2.3762E+6,2.4334E+6,1.7046E+6,1.5105E+6,1.3703E+6,7.1204E+5,4.6702E+5,4.8428E+5,4.0214E+5,3.3084E+5,2.8775E+5,2.4352E+5,2.6350E+5,2.3077E+5,1.4377E+5,1.0686E+5,1.4783E+5,1.2194E+4,1.6703E+4,3.5250E+4,4.7536E+3,2.8396E+4,7.3628E+3,6.6291E+3,2.9260E+3,3.9492E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q02338|BDH_HUMAN,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=BDH1 PE=1 SV=3",BDH1,2.5723E+5,2.3657E+5,2.5647E+5,1.9798E+5,1.8156E+5,1.5162E+5,1.4199E+5,1.4198E+5,9.4668E+4,1.0865E+5,6.2480E+4,6.1030E+4,9.3855E+3,7.3416E+3,2.7596E+3,5.0824E+3,3.2807E+4,4.5995E+3,2.3435E+3,#N/A,#N/A,1.8992E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
