Protein,Protein Description,Protein Gene,Actis_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area
sp|Q16401|PSMD5_HUMAN,26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens OX=9606 GN=PSMD5 PE=1 SV=3,PSMD5,6.3776E+6,6.3425E+6,6.5847E+6,5.8290E+6,5.9258E+6,6.0941E+6,5.5680E+6,5.4975E+6,5.5004E+6,5.9532E+6,6.1134E+6,6.5046E+6,5.8085E+6,6.3630E+6,6.0974E+6,5.4504E+6,5.8049E+6,5.7835E+6
sp|Q5VIR6|VPS53_HUMAN,Vacuolar protein sorting-associated protein 53 homolog OS=Homo sapiens OX=9606 GN=VPS53 PE=1 SV=2,VPS53,1.2263E+6,1.2425E+6,1.4470E+6,1.1780E+6,1.2556E+6,1.2605E+6,1.2094E+6,1.2244E+6,1.1755E+6,1.2326E+6,1.4870E+6,1.3692E+6,1.2090E+6,1.3392E+6,1.2530E+6,1.2009E+6,1.1661E+6,1.2017E+6
sp|Q6ZS17|RIPR1_HUMAN,Rho family-interacting cell polarization regulator 1 OS=Homo sapiens OX=9606 GN=RIPOR1 PE=1 SV=1,RIPOR1,9.1023E+5,8.6975E+5,9.1275E+5,7.9381E+5,8.2716E+5,8.3185E+5,8.5252E+5,8.6889E+5,7.9642E+5,8.5125E+5,8.1205E+5,7.7881E+5,7.2666E+5,9.0422E+5,8.0181E+5,7.9205E+5,7.9925E+5,7.7891E+5
sp|Q6ZU80|CE128_HUMAN,Centrosomal protein of 128 kDa OS=Homo sapiens OX=9606 GN=CEP128 PE=1 SV=2,CEP128,1.1637E+5,1.0520E+5,9.8508E+4,9.5026E+4,2.6527E+5,1.5584E+5,1.1643E+5,1.0422E+5,3.2989E+5,6.4454E+4,9.0899E+4,9.4563E+4,2.6504E+5,1.4118E+5,3.5288E+5,6.9786E+4,3.6040E+5,7.2958E+4
sp|Q8IWB9|TEX2_HUMAN,Testis-expressed protein 2 OS=Homo sapiens OX=9606 GN=TEX2 PE=1 SV=2,TEX2,2.1767E+5,2.4048E+5,2.5761E+5,2.6607E+5,2.8921E+5,2.1411E+5,2.6266E+5,2.5862E+5,2.5174E+5,2.1387E+5,1.6417E+5,2.1808E+5,2.1078E+5,2.4852E+5,2.1963E+5,1.5152E+5,2.0082E+5,2.4265E+5
sp|Q8IY67|RAVR1_HUMAN,Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1,RAVER1,3.5508E+6,3.7762E+6,3.8217E+6,3.1298E+6,3.2065E+6,3.3765E+6,2.8227E+6,2.9681E+6,2.9959E+6,3.6170E+6,3.5187E+6,3.7114E+6,3.1498E+6,3.3197E+6,3.4344E+6,3.0411E+6,3.1546E+6,3.0374E+6
sp|Q8IYN0|ZN100_HUMAN,Zinc finger protein 100 OS=Homo sapiens OX=9606 GN=ZNF100 PE=1 SV=2,ZNF100,3.9364E+4,9.4376E+5,7.9184E+3,1.3336E+4,7.3932E+5,2.4252E+4,1.4423E+4,3.7474E+3,2.3470E+4,1.3223E+6,6.1916E+5,#N/A,6.6040E+5,1.3406E+4,4.7473E+5,4.0772E+3,1.9567E+3,3.1136E+3
sp|Q8N448|LNX2_HUMAN,Ligand of Numb protein X 2 OS=Homo sapiens OX=9606 GN=LNX2 PE=1 SV=1,LNX2,8.7763E+4,6.7352E+4,6.9905E+4,4.5075E+4,6.5131E+4,3.9988E+4,2.0797E+4,3.3238E+4,4.4271E+4,9.9334E+4,4.3508E+4,5.8579E+4,5.1780E+4,7.4400E+4,3.8434E+4,3.8894E+4,4.9722E+4,6.5227E+4
sp|Q8N565|MREG_HUMAN,Melanoregulin OS=Homo sapiens OX=9606 GN=MREG PE=1 SV=1,MREG,7.4200E+3,1.6647E+4,8.3887E+3,#N/A,1.2498E+4,2.4763E+3,8.0880E+3,5.1158E+3,#N/A,9.6795E+3,8.6512E+3,1.0297E+4,5.4362E+3,2.1274E+4,1.8284E+3,7.1917E+3,7.7034E+3,5.3622E+3
sp|Q8N567|ZCHC9_HUMAN,Zinc finger CCHC domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ZCCHC9 PE=1 SV=2,ZCCHC9,3.3190E+5,3.4032E+5,3.4893E+5,2.9599E+5,2.6686E+5,3.0548E+5,3.4018E+5,2.6386E+5,2.7180E+5,3.0089E+5,2.9278E+5,3.4589E+5,2.4423E+5,2.4214E+5,2.8861E+5,2.6501E+5,2.5648E+5,2.4599E+5
sp|Q8N5C7|DTWD1_HUMAN,tRNA-uridine aminocarboxypropyltransferase 1 OS=Homo sapiens OX=9606 GN=DTWD1 PE=1 SV=1,DTWD1,1.3867E+5,1.3197E+5,1.1437E+5,1.3752E+5,1.3330E+5,1.5647E+5,1.1450E+5,1.5721E+5,1.3435E+5,1.1585E+5,1.0537E+5,1.0046E+5,8.6508E+4,1.5855E+5,1.4045E+5,6.4020E+4,1.5338E+5,1.1628E+5
sp|Q8NDV3|SMC1B_HUMAN,Structural maintenance of chromosomes protein 1B OS=Homo sapiens OX=9606 GN=SMC1B PE=2 SV=2,SMC1B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.9378E+4,#N/A,#N/A,#N/A,#N/A,6.6333E+4,#N/A,#N/A,7.4588E+4
sp|Q8NG68|TTL_HUMAN,Tubulin--tyrosine ligase OS=Homo sapiens OX=9606 GN=TTL PE=1 SV=2,TTL,1.3425E+5,1.4316E+5,1.7026E+5,1.8559E+5,1.5061E+5,1.7211E+5,1.8134E+5,2.0714E+5,1.2871E+5,1.5723E+5,1.4747E+5,1.7619E+5,1.3766E+5,1.6852E+5,1.3416E+5,2.5166E+5,2.0132E+5,1.5169E+5
sp|Q8WV16|DCAF4_HUMAN,DDB1- and CUL4-associated factor 4 OS=Homo sapiens OX=9606 GN=DCAF4 PE=1 SV=3,DCAF4,1.2929E+5,1.5191E+5,1.7833E+5,1.5543E+5,1.1622E+5,1.6888E+5,1.2114E+5,1.3570E+5,1.8939E+5,1.6168E+5,9.4432E+4,1.7532E+5,1.1368E+5,1.5192E+5,1.3452E+5,7.7048E+4,9.1923E+4,1.1458E+5
sp|Q92570|NR4A3_HUMAN,Nuclear receptor subfamily 4 group A member 3 OS=Homo sapiens OX=9606 GN=NR4A3 PE=1 SV=3,NR4A3,2.9400E+4,3.7494E+4,4.1103E+4,1.4475E+4,3.5544E+4,2.9332E+4,4.3230E+4,2.2418E+4,1.3922E+4,#N/A,2.6898E+4,1.6649E+4,3.2664E+4,1.5416E+4,2.8603E+4,2.6049E+4,2.1016E+4,1.9706E+4
sp|Q96GC6|ZN274_HUMAN,Neurotrophin receptor-interacting factor homolog OS=Homo sapiens OX=9606 GN=ZNF274 PE=1 SV=2,ZNF274,1.6795E+4,1.7570E+4,1.1894E+4,5.6069E+4,3.6486E+4,1.8549E+4,3.2113E+4,3.8860E+4,4.7141E+4,1.5527E+4,1.6857E+4,2.1610E+4,1.4548E+4,4.1943E+4,2.4499E+4,4.4863E+4,7.3914E+4,4.1949E+4
sp|Q96GR4|ZDH12_HUMAN,Palmitoyltransferase ZDHHC12 OS=Homo sapiens OX=9606 GN=ZDHHC12 PE=2 SV=2,ZDHHC12,1.1947E+5,1.2755E+5,1.2703E+5,1.0589E+5,1.3203E+5,1.2568E+5,9.9361E+4,9.8067E+4,1.0222E+5,1.2095E+5,1.1560E+5,1.0589E+5,1.2236E+5,1.1808E+5,1.2290E+5,8.7340E+4,7.0721E+4,9.7883E+4
sp|Q96JQ2|CLMN_HUMAN,Calmin OS=Homo sapiens OX=9606 GN=CLMN PE=1 SV=1,CLMN,#N/A,#N/A,#N/A,1.4496E+3,#N/A,2.3435E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q99551|MTEF1_HUMAN,"Transcription termination factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=MTERF1 PE=1 SV=1",MTERF1,8.5350E+4,9.5251E+4,8.1678E+4,9.2359E+4,1.2166E+5,1.1603E+5,6.2111E+4,1.1248E+5,1.1591E+5,4.4551E+4,9.8074E+4,4.5312E+4,6.2641E+4,8.7958E+4,9.7948E+4,5.4100E+4,6.8546E+4,8.5542E+4
sp|Q9BVC3|DCC1_HUMAN,Sister chromatid cohesion protein DCC1 OS=Homo sapiens OX=9606 GN=DSCC1 PE=1 SV=2,DSCC1,3.8920E+5,4.1790E+5,3.9519E+5,3.1671E+5,4.1723E+5,3.9594E+5,2.9425E+5,3.3817E+5,3.5922E+5,3.7968E+5,3.4454E+5,3.9339E+5,3.8105E+5,4.0700E+5,3.8753E+5,3.4133E+5,2.5502E+5,3.3207E+5
sp|Q9H1E5|TMX4_HUMAN,Thioredoxin-related transmembrane protein 4 OS=Homo sapiens OX=9606 GN=TMX4 PE=1 SV=1,TMX4,2.8549E+5,3.2577E+5,3.4725E+5,2.9853E+5,2.9363E+5,3.1154E+5,2.6694E+5,2.6045E+5,2.4707E+5,2.1745E+5,2.7106E+5,3.4264E+5,2.5597E+5,3.1936E+5,2.7001E+5,2.1631E+5,3.0823E+5,2.6337E+5
sp|Q9H4Z3|CAPAM_HUMAN,mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase OS=Homo sapiens OX=9606 GN=PCIF1 PE=1 SV=1,PCIF1,5.7750E+5,6.7091E+5,6.6208E+5,7.8427E+5,7.9516E+5,7.5927E+5,7.5084E+5,6.5799E+5,7.1095E+5,4.8214E+5,4.8751E+5,6.1410E+5,6.9986E+5,9.1341E+5,6.9903E+5,9.5667E+5,6.9858E+5,7.2499E+5
sp|Q9H6Y7|RN167_HUMAN,E3 ubiquitin-protein ligase RNF167 OS=Homo sapiens OX=9606 GN=RNF167 PE=1 SV=1,RNF167,5.9332E+5,4.7974E+5,4.9448E+5,7.2987E+5,7.7846E+5,6.8177E+5,4.8641E+5,5.4082E+5,5.1873E+5,6.4939E+5,4.9953E+5,5.9614E+5,6.0365E+5,6.9457E+5,7.9578E+5,5.1439E+5,5.4409E+5,5.3346E+5
sp|Q9NU22|MDN1_HUMAN,Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2,MDN1,6.0144E+6,6.5134E+6,6.3354E+6,5.7691E+6,6.0555E+6,6.3151E+6,5.5027E+6,6.1129E+6,5.9417E+6,5.9235E+6,6.1608E+6,6.6044E+6,5.6923E+6,6.7509E+6,6.0328E+6,5.3423E+6,6.6508E+6,5.8343E+6
sp|Q9NUE0|ZDH18_HUMAN,Palmitoyltransferase ZDHHC18 OS=Homo sapiens OX=9606 GN=ZDHHC18 PE=1 SV=2,ZDHHC18,8.8444E+4,3.6525E+4,4.3811E+4,5.0534E+4,5.6100E+4,3.8614E+4,4.0632E+4,4.8591E+4,4.0409E+4,4.1049E+4,1.3893E+4,5.5607E+4,3.1074E+4,8.3157E+4,5.1420E+4,4.1457E+4,1.7613E+4,3.8663E+4
sp|Q9NZV6|MSRB1_HUMAN,Methionine-R-sulfoxide reductase B1 OS=Homo sapiens OX=9606 GN=MSRB1 PE=1 SV=3,MSRB1,1.9538E+4,2.1585E+4,2.6475E+4,1.7474E+4,1.1855E+4,#N/A,2.8119E+4,1.8530E+4,2.7159E+4,#N/A,1.4919E+4,1.8811E+4,7.3596E+3,#N/A,#N/A,1.5659E+4,3.0352E+4,#N/A
sp|Q9UBC1|IKBL1_HUMAN,NF-kappa-B inhibitor-like protein 1 OS=Homo sapiens OX=9606 GN=NFKBIL1 PE=1 SV=2,NFKBIL1,1.2554E+5,1.1373E+5,6.1398E+5,6.6715E+5,5.8227E+5,6.5804E+5,7.2345E+5,6.4092E+5,6.4008E+5,6.4286E+5,5.8797E+5,6.4131E+5,6.6471E+5,6.5809E+5,6.5039E+5,7.1492E+5,8.0598E+5,6.9778E+5
sp|Q9UIF7|MUTYH_HUMAN,Adenine DNA glycosylase OS=Homo sapiens OX=9606 GN=MUTYH PE=1 SV=1,MUTYH,7.8477E+4,9.2916E+4,1.4561E+5,7.1527E+4,1.2995E+5,1.3435E+5,9.4930E+4,1.3005E+5,1.0278E+5,5.8837E+4,1.2900E+5,9.8721E+4,7.0800E+4,9.5540E+4,8.4095E+4,8.7636E+4,1.0396E+5,1.6352E+5
sp|Q9UJJ7|RUSD1_HUMAN,RNA pseudouridylate synthase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RPUSD1 PE=1 SV=1,RPUSD1,6.5855E+3,5.1384E+3,1.0733E+4,1.0884E+4,1.3747E+4,9.9449E+3,1.2426E+4,1.0048E+4,3.8412E+3,1.0209E+4,#N/A,1.2847E+4,#N/A,1.2038E+4,8.8355E+3,2.4005E+3,3.3689E+3,#N/A
sp|Q9Y6I8|PXMP4_HUMAN,Peroxisomal membrane protein 4 OS=Homo sapiens OX=9606 GN=PXMP4 PE=1 SV=3,PXMP4,3.8243E+4,3.5091E+4,2.0526E+4,3.5543E+4,3.4692E+4,3.4797E+4,3.3776E+4,1.8526E+4,2.9311E+4,2.4915E+4,1.7851E+4,1.5135E+4,3.2387E+4,3.8010E+4,3.4519E+4,1.9414E+4,1.6736E+4,3.1202E+4
sp|A6NNY8|UBP27_HUMAN,Ubiquitin carboxyl-terminal hydrolase 27 OS=Homo sapiens OX=9606 GN=USP27X PE=1 SV=3,USP27X,4.5082E+4,5.0846E+4,5.1624E+4,4.0859E+4,6.1697E+4,3.5399E+4,8.0309E+4,7.6843E+4,1.3184E+5,4.1021E+4,2.3111E+4,6.0771E+4,1.4117E+4,6.8535E+4,4.3763E+4,1.5372E+4,4.3856E+4,6.5606E+4
sp|O00170|AIP_HUMAN,AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3,AIP,5.3477E+6,4.8594E+6,5.0930E+6,4.5922E+6,4.4705E+6,4.6982E+6,4.3046E+6,4.1014E+6,4.0676E+6,5.2661E+6,5.3601E+6,4.9845E+6,4.7839E+6,4.9593E+6,4.7592E+6,4.2540E+6,4.7510E+6,4.7904E+6
sp|O15514|RPB4_HUMAN,DNA-directed RNA polymerase II subunit RPB4 OS=Homo sapiens OX=9606 GN=POLR2D PE=1 SV=1,POLR2D,2.2275E+5,2.4647E+5,2.4452E+5,1.8727E+5,1.9359E+5,1.8954E+5,1.9544E+5,1.9552E+5,2.3569E+5,2.0157E+5,2.7910E+5,2.1394E+5,1.6910E+5,1.7805E+5,2.3186E+5,2.0798E+5,2.5849E+5,2.6177E+5
sp|O43294|TGFI1_HUMAN,Transforming growth factor beta-1-induced transcript 1 protein OS=Homo sapiens OX=9606 GN=TGFB1I1 PE=1 SV=2,TGFB1I1,3.5732E+5,3.6257E+5,3.8296E+5,5.3471E+5,5.1012E+5,5.6675E+5,3.7439E+5,3.8983E+5,4.0262E+5,3.4575E+5,3.7000E+5,3.8130E+5,4.8533E+5,4.7834E+5,5.9973E+5,3.8398E+5,4.3807E+5,3.9634E+5
sp|O43852|CALU_HUMAN,Calumenin OS=Homo sapiens OX=9606 GN=CALU PE=1 SV=2,CALU,5.1660E+6,4.6140E+6,4.5479E+6,4.0770E+6,4.1591E+6,3.7977E+6,4.1765E+6,3.7276E+6,3.6421E+6,4.5729E+6,4.7377E+6,4.4908E+6,3.9511E+6,4.4213E+6,3.7882E+6,3.7693E+6,3.6204E+6,3.7520E+6
sp|O60548|FOXD2_HUMAN,Forkhead box protein D2 OS=Homo sapiens OX=9606 GN=FOXD2 PE=1 SV=2,FOXD2,#N/A,1.3035E+4,8.9485E+3,#N/A,#N/A,2.9659E+3,5.7891E+3,2.5590E+3,4.0723E+3,4.7586E+3,3.7911E+3,2.7660E+3,#N/A,8.3035E+3,2.6103E+3,3.5165E+3,4.0431E+3,7.2345E+3
sp|O60783|RT14_HUMAN,"28S ribosomal protein S14, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS14 PE=1 SV=1",MRPS14,5.1374E+5,5.1444E+5,4.5599E+5,4.4878E+5,4.2756E+5,4.2853E+5,4.6509E+5,4.4989E+5,4.8994E+5,4.9362E+5,4.4061E+5,4.9098E+5,4.5449E+5,4.2362E+5,4.5497E+5,5.0843E+5,4.7709E+5,5.0169E+5
sp|O96005|CLPT1_HUMAN,Putative lipid scramblase CLPTM1 OS=Homo sapiens OX=9606 GN=CLPTM1 PE=1 SV=1,CLPTM1,1.5456E+6,1.5179E+6,1.4571E+6,1.3119E+6,1.4988E+6,1.4314E+6,1.5553E+6,1.4162E+6,1.3412E+6,1.3686E+6,1.3389E+6,1.4848E+6,1.3902E+6,1.3676E+6,1.4043E+6,1.3692E+6,1.4504E+6,1.4977E+6
sp|P00156|CYB_HUMAN,Cytochrome b OS=Homo sapiens OX=9606 GN=MT-CYB PE=1 SV=2,MT-CYB,1.9255E+5,2.0636E+5,1.9891E+5,1.8124E+5,1.8587E+5,1.8104E+5,1.3980E+5,1.4667E+5,1.5320E+5,1.0969E+5,1.1272E+5,1.4048E+5,1.2682E+5,1.5010E+5,1.3941E+5,1.4065E+5,1.5192E+5,1.2854E+5
sp|P15924|DESP_HUMAN,Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3,DSP,1.7055E+7,1.5716E+7,1.6649E+7,1.5956E+7,1.5845E+7,1.5465E+7,1.5450E+7,1.4544E+7,1.4935E+7,1.5276E+7,1.5082E+7,1.6449E+7,1.5505E+7,1.5789E+7,1.5653E+7,1.4602E+7,1.4767E+7,1.4678E+7
sp|P36578|RL4_HUMAN,60S ribosomal protein L4 OS=Homo sapiens OX=9606 GN=RPL4 PE=1 SV=5,RPL4,5.4619E+7,5.6669E+7,5.7247E+7,4.6964E+7,4.9629E+7,4.9090E+7,4.6944E+7,4.7164E+7,4.6669E+7,5.1890E+7,5.2143E+7,5.6569E+7,4.4623E+7,4.7912E+7,4.8710E+7,4.2626E+7,4.6831E+7,4.7112E+7
sp|P40121|CAPG_HUMAN,Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2,CAPG,5.3291E+6,5.1347E+6,5.1532E+6,4.6648E+6,4.3364E+6,4.5424E+6,4.2001E+6,3.8946E+6,3.8957E+6,5.1483E+6,5.1407E+6,5.3653E+6,4.6125E+6,4.6484E+6,4.6907E+6,4.0763E+6,3.9533E+6,4.1872E+6
sp|P48029|SC6A8_HUMAN,Sodium- and chloride-dependent creatine transporter 1 OS=Homo sapiens OX=9606 GN=SLC6A8 PE=1 SV=1,SLC6A8,1.4828E+5,1.7171E+5,1.9087E+5,1.9343E+5,2.2620E+5,2.4051E+5,2.4209E+5,2.0302E+5,1.6726E+5,1.6526E+5,1.6005E+5,1.8236E+5,1.5822E+5,1.5138E+5,1.6653E+5,1.9060E+5,1.0633E+5,1.5420E+5
sp|P53567|CEBPG_HUMAN,CCAAT/enhancer-binding protein gamma OS=Homo sapiens OX=9606 GN=CEBPG PE=1 SV=1,CEBPG,1.8934E+4,1.3263E+4,#N/A,1.7334E+4,1.4667E+4,1.7515E+4,7.9844E+4,7.1142E+4,2.1691E+4,8.6698E+3,1.1710E+4,1.2045E+4,1.9036E+4,#N/A,#N/A,#N/A,#N/A,1.5734E+4
sp|Q05D32|CTSL2_HUMAN,CTD small phosphatase-like protein 2 OS=Homo sapiens OX=9606 GN=CTDSPL2 PE=1 SV=2,CTDSPL2,1.0234E+6,1.2438E+6,1.2614E+6,9.8034E+5,9.8961E+5,9.5102E+5,9.0942E+5,8.4961E+5,8.5999E+5,1.2254E+6,9.3525E+5,9.2642E+5,9.6278E+5,9.9515E+5,1.0126E+6,9.2833E+5,1.0399E+6,1.0453E+6
sp|Q15742|NAB2_HUMAN,NGFI-A-binding protein 2 OS=Homo sapiens OX=9606 GN=NAB2 PE=1 SV=1,NAB2,4.7427E+5,3.6393E+5,5.1137E+5,3.7612E+5,3.5923E+5,3.8138E+5,4.4566E+5,3.7522E+5,3.3938E+5,3.4421E+5,4.0689E+5,3.7242E+5,3.9892E+5,4.5195E+5,4.4463E+5,3.4523E+5,4.8851E+5,4.2784E+5
sp|Q16281|CNGA3_HUMAN,Cyclic nucleotide-gated cation channel alpha-3 OS=Homo sapiens OX=9606 GN=CNGA3 PE=1 SV=2,CNGA3,#N/A,#N/A,#N/A,1.6147E+5,1.9572E+5,#N/A,4.7382E+4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q2VPB7|AP5B1_HUMAN,AP-5 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP5B1 PE=1 SV=4,AP5B1,2.2524E+5,2.6254E+5,3.0041E+5,2.0500E+5,2.9388E+5,2.5025E+5,2.2544E+5,2.6404E+5,2.7695E+5,2.1132E+5,2.0486E+5,2.3559E+5,2.1844E+5,2.8806E+5,2.5594E+5,2.1150E+5,2.9039E+5,3.0792E+5
sp|Q4G0N4|NAKD2_HUMAN,"NAD kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=NADK2 PE=1 SV=2",NADK2,2.2737E+6,2.2578E+6,2.3227E+6,2.3877E+6,2.2445E+6,2.1399E+6,1.9835E+6,1.9757E+6,1.9632E+6,2.1790E+6,2.2611E+6,2.2879E+6,2.0461E+6,2.2048E+6,2.2950E+6,1.8833E+6,1.8968E+6,1.9796E+6
sp|Q5VTB9|RN220_HUMAN,E3 ubiquitin-protein ligase RNF220 OS=Homo sapiens OX=9606 GN=RNF220 PE=1 SV=1,RNF220,3.9616E+5,2.0396E+5,4.1499E+5,3.3555E+5,3.4120E+5,3.7659E+5,3.6856E+5,2.8234E+5,3.4049E+5,3.3417E+5,3.8364E+5,3.8128E+5,3.1940E+5,2.9106E+5,1.9177E+5,2.6889E+5,3.1668E+5,2.6261E+5
sp|Q6IEG0|SNR48_HUMAN,U11/U12 small nuclear ribonucleoprotein 48 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP48 PE=1 SV=2,SNRNP48,1.4082E+5,1.7091E+5,1.8803E+5,1.7975E+5,1.7198E+5,1.4725E+5,1.3323E+5,1.4133E+5,1.6925E+5,1.5281E+5,1.3054E+5,1.4864E+5,1.4878E+5,1.6620E+5,1.7867E+5,1.3679E+5,1.6031E+5,1.3535E+5
sp|Q6ZW31|SYDE1_HUMAN,Rho GTPase-activating protein SYDE1 OS=Homo sapiens OX=9606 GN=SYDE1 PE=1 SV=1,SYDE1,4.0666E+5,4.7737E+5,4.6201E+5,5.2429E+5,6.6817E+5,6.0088E+5,5.8707E+5,7.2430E+5,6.1951E+5,3.0252E+5,2.7996E+5,4.2000E+5,4.2963E+5,3.4044E+5,3.7493E+5,3.0326E+5,4.7066E+5,4.4911E+5
sp|Q7Z7E8|UB2Q1_HUMAN,Ubiquitin-conjugating enzyme E2 Q1 OS=Homo sapiens OX=9606 GN=UBE2Q1 PE=1 SV=1,UBE2Q1,6.4840E+5,6.5224E+5,6.4454E+5,7.6040E+5,7.4416E+5,6.4194E+5,8.4850E+5,8.1136E+5,8.3762E+5,5.3587E+5,6.5198E+5,6.4228E+5,8.1841E+5,6.0860E+5,6.5824E+5,5.9527E+5,8.9195E+5,7.4132E+5
sp|Q8N2F6|ARM10_HUMAN,Armadillo repeat-containing protein 10 OS=Homo sapiens OX=9606 GN=ARMC10 PE=1 SV=1,ARMC10,4.0971E+6,3.8978E+6,4.2455E+6,4.0898E+6,3.3034E+6,3.3731E+6,3.5434E+6,3.1197E+6,2.7391E+6,4.4843E+6,4.4027E+6,4.2835E+6,3.8809E+6,3.4511E+6,3.5955E+6,3.7201E+6,3.7272E+6,3.2594E+6
sp|Q8N4A0|GALT4_HUMAN,Polypeptide N-acetylgalactosaminyltransferase 4 OS=Homo sapiens OX=9606 GN=GALNT4 PE=1 SV=2,GALNT4,6.0676E+4,5.6889E+4,5.7478E+4,4.8398E+4,4.9498E+4,5.5200E+4,4.2898E+4,5.6695E+4,4.5308E+4,4.0766E+4,4.1609E+4,6.0099E+4,4.2300E+4,4.6441E+4,5.4500E+4,4.4559E+4,4.5477E+4,5.4947E+4
sp|Q8N5F7|NKAP_HUMAN,NF-kappa-B-activating protein OS=Homo sapiens OX=9606 GN=NKAP PE=1 SV=1,NKAP,5.0067E+5,3.8713E+5,4.4841E+5,6.4486E+5,6.4731E+5,5.3119E+5,1.0218E+6,7.8651E+5,8.2780E+5,4.1347E+5,4.1463E+5,2.8837E+5,5.1741E+5,1.0621E+6,7.1412E+5,6.9931E+5,8.7720E+5,8.6958E+5
sp|Q8NBX0|SCPDL_HUMAN,Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens OX=9606 GN=SCCPDH PE=1 SV=1,SCCPDH,5.2124E+5,4.7336E+5,4.9975E+5,5.2414E+5,4.7889E+5,5.4486E+5,5.1476E+5,4.5499E+5,4.8965E+5,4.3352E+5,4.7305E+5,4.7480E+5,4.5658E+5,4.7978E+5,5.4942E+5,4.4595E+5,4.8103E+5,5.1053E+5
sp|Q8NC42|RN149_HUMAN,E3 ubiquitin-protein ligase RNF149 OS=Homo sapiens OX=9606 GN=RNF149 PE=2 SV=2,RNF149,1.4280E+6,1.6622E+6,1.6155E+6,1.5931E+6,1.7235E+6,1.7296E+6,1.6808E+6,1.5508E+6,1.5990E+6,1.2967E+6,1.4446E+6,1.5181E+6,1.6953E+6,1.4319E+6,1.6474E+6,1.5960E+6,1.3656E+6,1.4221E+6
sp|Q8ND82|Z280C_HUMAN,Zinc finger protein 280C OS=Homo sapiens OX=9606 GN=ZNF280C PE=1 SV=1,ZNF280C,5.9174E+5,5.8046E+5,6.1694E+5,6.6650E+5,5.9804E+5,6.3312E+5,5.9961E+5,5.5190E+5,5.2140E+5,4.9329E+5,5.6858E+5,5.2715E+5,5.5335E+5,6.4645E+5,5.1342E+5,5.4045E+5,5.3236E+5,5.6239E+5
